645,558,653,568
651,561,646,547
648,571,652,558
641,560,645,556
643,561,649,565
658,563,644,546
654,572,650,559
660,566,647,547
645,578,649,559
653,574,658,560
647,566,659,564
659,571,642,551
663,573,652,550
649,570,642,562
656,577,659,557
663,576,643,547
647,573,662,562
660,574,649,549
646,582,660,562
650,572,649,562
658,578,649,555
641,591,656,563
659,574,644,549
647,589,656,560
654,580,653,552
636,573,650,569
646,575,641,552
637,574,660,567
647,568,642,557
644,576,654,561
644,572,654,561
638,575,661,560
645,568,650,554
632,574,652,559
650,574,647,560
652,574,638,551
652,577,641,550
641,574,656,557
644,566,652,548
652,571,642,544
637,581,654,563
643,568,647,560
650,577,650,552
642,567,655,564
650,565,642,550
644,576,659,557
657,581,654,542
641,563,654,560
652,574,646,551
652,579,648,554
647,572,658,559
647,570,658,563
652,569,644,548
657,579,646,546
654,581,651,550
637,579,658,566
644,566,649,566
637,572,657,569
653,583,654,555
650,568,646,547
643,584,651,562
652,578,659,556
651,574,651,566
648,573,646,556
637,562,657,568
650,577,656,565
657,577,657,566
657,570,657,561
645,564,646,549
642,567,644,558
639,571,659,562
656,567,641,552
654,575,653,555
650,569,640,554
659,576,650,547
649,563,651,544
643,566,654,563
649,562,643,558
657,568,657,560
660,570,644,547
657,571,658,557
665,574,645,551
663,572,647,541
655,580,663,557
647,566,648,566
664,581,650,551
656,569,644,550
654,589,650,555
652,584,651,564
659,581,645,553
654,585,656,558
666,585,649,553
648,587,655,566
657,578,649,553
661,582,649,554
660,584,652,547
663,589,657,553
653,585,653,554
636,560,644,551
631,570,636,549
644,577,648,564
639,577,642,556
640,572,651,557
649,577,646,545
632,583,660,562
633,570,645,567
646,580,647,555
637,568,653,557
648,567,642,550
640,582,654,551
633,579,658,561
635,565,647,554
630,574,657,566
645,561,643,557
656,571,652,552
640,578,658,558
640,564,648,559
649,572,659,554
638,564,658,561
654,562,648,551
658,565,652,557
641,558,651,563
649,575,652,560
651,562,649,555
644,560,652,562
654,570,656,562
643,555,643,550
664,567,643,551
652,573,642,561
662,566,644,551
652,578,654,567
661,577,656,565
669,573,654,566
658,573,640,556
658,565,639,550
656,571,641,545
651,578,648,562
655,576,642,552
651,572,652,553
663,583,646,559
658,586,650,558
651,584,643,557
665,586,643,548
650,577,650,556
659,585,647,550
651,574,644,547
647,575,651,550
641,577,643,564
653,589,649,547
645,578,649,556
643,591,655,555
643,576,649,554
651,588,662,552
638,574,647,559
651,579,643,549
639,579,657,564
641,569,659,556
649,575,649,547
649,583,657,557
641,569,636,539
634,574,659,566
637,572,658,563
640,569,653,553
651,575,657,553
634,567,658,564
649,578,650,556
634,563,653,567
650,574,654,557
645,566,642,569
654,578,649,552
643,566,659,556
655,576,646,553
638,575,658,566
650,566,640,555
652,564,642,555
646,574,647,556
649,564,653,561
655,568,640,547
642,574,658,563
650,578,655,552
642,564,647,562
650,578,645,556
641,569,649,560
661,574,642,542
645,570,652,560
653,579,646,544
641,562,650,564
649,569,641,552
643,561,649,560
652,573,655,561
659,581,653,553
652,576,658,557
649,568,662,554
638,563,650,546
637,580,658,565
652,579,656,557
653,579,651,551
661,572,643,545
644,576,655,561
656,581,661,553
644,569,646,566
654,574,658,556
643,565,654,566
664,584,651,549
647,568,652,562
656,579,646,543
644,570,662,559
647,573,646,553
649,580,661,564
658,579,646,554
645,582,658,563
660,578,644,546
654,576,645,552
648,575,647,550
655,585,659,559
643,573,647,558
648,580,657,557
643,576,654,566
658,579,641,551
646,580,655,563
648,576,645,550
640,579,646,563
638,573,644,566
652,582,654,567
644,577,639,558
643,572,652,558
659,584,655,555
650,587,658,558
648,581,646,553
652,576,640,551
652,572,639,548
637,590,652,562
653,583,655,552
643,576,639,553
641,582,659,560
644,572,641,551
643,577,653,555
649,573,639,554
645,580,651,553
646,575,641,553
